TSI GBR FIN YRI geneid
0.537635077934719 0.574882596344825 0.595240427068504 2.41615120622333 ENSG00000237683
0.868433894993453 0 0 0.621187470474836 ENSG00000188976
0 0.0266009883337782 0.128876811960754 1.7417769546841 ENSG00000187961
0.0691087750421509 0 1.28065201526282 0.135363305431424 ENSG00000187583
0.231039975552775 0 0.205919714915383 0 ENSG00000187642
0.0655861344567625 0.963878062668173 0.212512189700328 1.30039799666577 ENSG00000188290
0.141199462778892 0.195928790647574 1.88711024771716 0.336484954145971 ENSG00000187608
0 0.475280802794677 0.772419065742716 0 ENSG00000188157
0.145453484593073 0 0 0.0818890952479265 ENSG00000131591
0.203341943564451 0.409401392114075 3.00218135952011 0.0975090176296566 ENSG00000186891
0 0.00314925540597875 0.501254957992072 0.220836547491584 ENSG00000186827
0 0.930820382827949 0.340135400677407 0 ENSG00000078808
0 0.0689857341595356 0.0767471511915818 0 ENSG00000176022
0.137193508554045 0.0846149562004379 1.0924773890897 1.29529788945981 ENSG00000184163
0.663282860827038 0.35999009216636 0.0382086641388954 0.0166719188365733 ENSG00000160087
0.191310418157725 0.880066615232347 0.0928176203924794 1.4559216177309 ENSG00000162572
0 0.142524880609165 0 0.537871541315004 ENSG00000131584
0.633884184808203 0.612707212422327 0.113111245986992 0.0505017733136805 ENSG00000169972
0.178090130143834 0.0632560206704676 0.00452383131305912 0 ENSG00000127054
0.082309640611617 0.0905359300548864 0.0139827598667459 0.00397315200745877 ENSG00000224051
0.950508810764656 0.268592889084143 0.158457792973519 0.0644048904272013 ENSG00000169962
0.0482477154902559 0.0193538215019991 0.0031490612371685 0.014202836697813 ENSG00000107404
0.159722204878931 0.0451844460298905 0.848585058644812 0.105126250530177 ENSG00000162576
1.10569533725279 0 0.0397857879659079 0.352920289119917 ENSG00000175756
0 0.842740257893692 0 0.281490117396569 ENSG00000221978
0.139611620683798 0.345012893871924 1.54725971335131 0.19908960012655 ENSG00000224870
1.22181962001509 0 0 0.328589305114663 ENSG00000242485
0.916319774812062 1.30786474533265 0.844750850542798 1.15306352543658 ENSG00000235098
0 0.719656959673537 0.804974286040206 0 ENSG00000179403
1.42056856390884 0.214052439576999 0.238811235127078 0.455706975223188 ENSG00000215915
1.0038211821449 0.0295753605131236 0.189191580658478 1.79252646351532 ENSG00000160072
0.628843563647844 0.198949834223385 0.25297764616988 1.98999695717158 ENSG00000197785
1.1055452568038 0.398288897836389 0.0814401938547567 0.00716589781275162 ENSG00000160075
0.176638584206816 0.385653389477923 0.0299938486245634 2.30831236672325 ENSG00000215014
0 0.731614472790952 0 0.236994973040822 ENSG00000228594
0.300707732101854 0.0485779734402019 0.0328533894902891 0 ENSG00000197530
