FIN_GBR FIN_TSI FIN_YRI GBR_TSI GBR_YRI TSI_YRI
ENSG00000237683 0.0326659290765084 0.650427522673858 0.950776869472647 0.671269717435689 0.945480817242937 0.837467066889807
ENSG00000188976 0.0132530343309549 0.613035101629524 0.45028249198488 0.561546168187889 0.493929073092098 0.791899232324782
ENSG00000187961 0.600101174634627 0.566903188611613 0.845977066164261 0.0136452235790231 0.917020105643294 0.917088461585615
ENSG00000187583 0.665644705288045 0.743322437968402 0.757320908783014 0.0663252825831696 0.135025726418763 0.0196569968310764
ENSG00000187642 0.642728994689169 0.723790844097614 0.108164446449599 0.164149622860102 0.5066106623712 0.637477613858175
ENSG00000188290 0.89181321260486 0.675429244870234 0.779731976689711 0.642801702820186 0.955462754316839 0.91049760654807
ENSG00000187608 0.886191905339224 0.795044984971435 0.891780661773621 0.286182715480911 0.0852173629889546 0.433278347105007
ENSG00000188157 0.832808593153177 0.694385006153134 0.460628371230613 0.28766867344782 0.580751296726561 0.221026953611133
ENSG00000131591 0.201295936636144 0.370021479233532 0.0392108114864893 0.0535999810962324 0.29533337544763 0.442537330300796
ENSG00000186891 0.963953835916315 0.943014411629018 0.954936847184423 0.458137682019372 0.15324508721644 0.191215710498124
ENSG00000186827 0.322863411716859 0.337502174311841 0.514264725171021 0.00167284503466874 0.127108362669802 0.0995310498975119
ENSG00000078808 0.750542610525234 0.205823213387743 0.213288859267843 0.60057898992406 0.520002332644095 0.00418022515432455
ENSG00000176022 0.774028352388809 0.744175176588458 0.00476558986128096 0.0148775584496042 0.737506027813734 0.703481684707855
ENSG00000184163 0.665923577727811 0.779239732825674 0.908166238675706 0.198931217452366 0.810035844176629 0.741221955492015
ENSG00000160087 0.285972957794047 0.359166090381688 0.0534018188574752 0.640583340834756 0.113217427039259 0.461296777047617
ENSG00000162572 0.469470772829058 0.140632267042713 0.7874842632623 0.657463491702112 0.889574980926466 0.729701406469776
ENSG00000131584 0.748122261018776 0.677480301494833 0.412520902250614 0.0659959947146122 0.849259391448273 0.81838473063396
ENSG00000169972 0.504769404547774 0.270753968994686 0.150929467779136 0.712516955814648 0.207020308797723 0.483819761566541
ENSG00000127054 0.028162761698081 0.12651920835863 0.001662221336757 0.214430346256049 0.0129661773667162 0.127172197030884
ENSG00000224051 0.0830713340936615 0.0220369193796503 0.0177956650479954 0.15873247880372 0.0202913438118765 0.0661969247369839
ENSG00000169962 0.0117653437464283 0.666013106839422 0.19977527411154 0.704504508619741 0.274347990321898 0.451022664868946
ENSG00000107404 0.0194815551882767 0.0176834270197591 0.0172022207322418 0.0653671840070547 1.52830715987993e-06 0.0578789329061639
ENSG00000162576 0.46961156754608 0.636501103588128 0.614691631896289 0.185276633452417 0.142712934637291 0.00521097569595114
ENSG00000175756 0.0363148082416144 0.63339178907774 0.324772816836271 0.666909043011726 0.184981979684363 0.768268544172285
ENSG00000221978 0.557677900719763 0.00140398236976452 0.191439687781577 0.527949431527333 0.723818370510247 0.206566705434353
ENSG00000224870 0.846146205348242 0.692449447511369 0.825590502958699 0.38407157449145 0.03569434668601 0.272528987786912
ENSG00000242485 0.0266711702854817 0.706681204098083 0.185436759279693 0.68878342071805 0.331151427468298 0.827176031658369
ENSG00000235098 0.328317091532791 0.820380050430571 0.864368601236781 0.891844418619675 0.910790674323339 0.270018886136522
ENSG00000179403 0.831632423467079 0.558235037715575 0.476194172718675 0.466991907400916 0.48508744831112 0.00816263971520562
ENSG00000215915 0.318414727964302 0.668780937562652 0.500685045179178 0.804973728428579 0.108950162046533 0.83581242849976
ENSG00000160072 0.0120562081794088 0.657717558532359 0.862167768086682 0.644203571825404 0.817537041143261 0.92495821432143
ENSG00000197785 0.225634682195494 0.338799847775205 0.893857696923722 0.562987464031503 0.821081389124122 0.911311457585824
ENSG00000160075 0.123810484674205 0.681957993372984 0.0847939901464076 0.777723717395145 0.305137401946485 0.534738158871018
ENSG00000215014 0.074942268664078 0.210646789481485 0.903509065238752 0.430098633118033 0.93437999748277 0.883189561748531
ENSG00000228594 0.871755927490568 0.677819038835246 0.199267065852032 0.451357083983656 0.89431850933613 0.763701794029196
ENSG00000197530 0.000357615486542514 0.276142167374851 0.015307763381301 0.294808375669639 0.0205360715605777 0.183074026463194
ENSG00000248333 0.279312430496516 0.713473569173121 0.94425446139277 0.448289323734784 0.916265569373896 0.856098993586107
ENSG00000189339 0.000905478431276554 0.0262470921732721 0.971092223192939 0.0356730097777418 0.970473227003031 0.970270436623775
ENSG00000008128 0.599684290117335 0.69682128981094 0.677899428781317 0.0858070236075067 0.0591624085971433 0.00267860786408346
ENSG00000215790 0.169865385776905 0.418321176141195 0.83861415337922 0.645598603743835 0.782225142452696 0.914774222214687
ENSG00000008130 0.565783973895681 0.70760712346415 0.446460314697276 0.159742725848034 0.0265854225294705 0.246417774376535
ENSG00000078369 0.529822451324032 0.100779824629196 0.532916840032067 0.346588872934637 0.795027279215016 0.645908925029212
ENSG00000067606 0.956053127483709 0.869083123526874 0.955253369423179 0.786148248727394 0.395012631359656 0.840371038057234
ENSG00000162585 0.243526887245259 0.118372833399299 0.25600417027189 0.0295245375947208 0.555786620743346 0.449259380019556
ENSG00000157933 0.186007388118242 0.467623698523714 0.938752214957044 0.212541516124512 0.932197303404859 0.901801972881097
ENSG00000116151 0.569494058757506 0.632077210494891 0.0229419886566565 0.0377949088838762 0.614281457892529 0.666198074514037
ENSG00000157916 0.558910724547815 0.553895235090285 0.702106739759742 0.827265306889142 0.860652120602772 0.228503098134434
ENSG00000157911 0.00554084237696105 0.126312080450259 0.600778106246819 0.0807265730481973 0.612711740749384 0.699050103969056
ENSG00000149527 0.88824233859754 0.41389260405563 0.709693832017396 0.837060078062132 0.607274780482714 0.453041592958143
ENSG00000157881 0.362254954664185 0.261173803034306 0.787568297092446 0.620531294034016 0.861895856515998 0.631170790510797
ENSG00000197921 0.776321639235705 0.849638307774287 0.968370426480937 0.323453345320987 0.945724269076219 0.902316274933597
ENSG00000157873 0.0337843441123264 0.789462308622198 0.876310021793292 0.728380047730846 0.844050038337305 0.382261525474905
ENSG00000157870 0.87478762878167 0.793277016587446 0.663463502314093 0.254397717215303 0.530172224746874 0.185928392246708
ENSG00000215912 0.851156995255715 0.182839289759969 0.889613473526852 0.890131808228492 0.0583807562850682 0.91823081575117
ENSG00000162591 0.777082014539435 0.632927477700055 0.936393186468083 0.914735395881634 0.968477915600177 0.924033877639904
ENSG00000158109 0.327994518935029 0.483552790391011 0.330433631488155 0.713039942916564 0.631838205383681 0.0517112717986246
ENSG00000116213 0.889582076629042 0.718359536732984 0.643445528230853 0.538123941477063 0.589078346894958 0.0252316396377457
ENSG00000078900 0.967587267856459 0.946658360255089 0.505720007154191 0.484614542975164 0.968465972156534 0.952192452332883
ENSG00000235169 0.0133239363795936 0.0800167414293808 0.468220060599874 0.0311034216433695 0.397722236474829 0.274544949416698
ENSG00000130764 0.527180991161362 0.467271992441839 0.868810642999316 0.00463060684457598 0.932772696701194 0.923139208697551
ENSG00000116198 0.156038097097455 0.023719087683123 0.922804891722155 0.0741337837501872 0.935879477897004 0.930619514274997
ENSG00000169598 0.689629336868902 0.717077284060216 0.914940016751082 0.00903982628660951 0.768463028675672 0.750806955584487
ENSG00000198912 0.818230841338521 0.639953627463637 0.888134710294505 0.306852741640346 0.483897693122247 0.691426801580145
ENSG00000131697 0.122512432899874 0.017810479795643 0.863138633566051 0.198316157078984 0.89837057008516 0.837565689611763
ENSG00000069424 0.149499320615271 0.173896878851838 0.299387972817709 0.00154223105658229 0.0732642709540113 0.0573637222400126
ENSG00000116254 0.286643477707098 0.649889487898342 0.055143829054787 0.423751753784316 0.144631691912391 0.594906743871427
ENSG00000116251 0.00170303433235709 0.101097155042819 0.959222715623475 0.0979833820294775 0.966692141662706 0.953940786492962
ENSG00000158286 0.84004811441016 0.00503264573064356 0.00577521348665231 0.829310838513143 0.872650931418071 0.0232358488344889
ENSG00000116237 0.0100600313034431 0.728674844355327 0.877161422972806 0.735543501336023 0.874894880866111 0.381323739537019
ENSG00000158292 0.818239077647361 0.701331534630507 0.358639669054711 0.223531125333775 0.649755986893225 0.386806970823629
ENSG00000097021 0.0108025124851438 0.756646778995219 0.0109443214842203 0.719226437644889 0.0422308497775908 0.78950285118301
ENSG00000069812 0.952255456362962 0.846224245690422 0.967632196994696 0.751408655828783 0.708817524657974 0.894918780081935
ENSG00000171680 0.00699218549191084 0.205411310866724 0.940935421805062 0.259085469406568 0.943930495913165 0.915851133643215
ENSG00000162408 0.238228883693293 0.513336790803532 0.280768661775685 0.190776531430512 0.007954565339551 0.125053310411101
ENSG00000204859 0.431301551850592 0.45259583025466 0.814637317122369 0.000195618194765431 0.543201066061645 0.574816596856279
ENSG00000162413 0.811579215850439 0.325689205723061 0.820630674411082 0.678351736213173 0.00931980316164883 0.701621635195814
ENSG00000116273 0.345023375889552 0.144404410564633 0.940343273574181 0.0740732953499307 0.957470660023358 0.946701856541458
ENSG00000041988 0.710868070264769 0.150853809832349 0.00644595274577284 0.549458226394523 0.685518221273712 0.169497587526545
ENSG00000007923 0.216146548781273 0.280909609861 0.895879182961362 0.0166079238288882 0.83664476046027 0.793314159646255
ENSG00000171735 0.75221211948624 0.660794443496206 0.334752231172229 0.00491746937571757 0.51106239033051 0.376352599702643
ENSG00000049245 0.89565202402521 0.726518797389525 0.6319033950341 0.495881804185756 0.938630010372549 0.875713015808401
ENSG00000049246 0.000380438972304004 0.025557490210687 0.745610466154347 0.0370679229709032 0.782231513984117 0.697217132092116
ENSG00000049247 0.0171258699445108 0.670032134815186 0.912208773640813 0.62715330234782 0.903595749674746 0.708670182759843
ENSG00000049249 0.58575425628838 0.692930346793115 0.646608159085696 0.884339855032476 0.863757798645072 0.00187227070209106
ENSG00000116288 0.0710344045622697 0.380756731607213 0.0586622405842367 0.576665156055262 0.000631273293980085 0.559918568205983
ENSG00000116285 0.72617038352416 0.164839218637795 0.814578141654138 0.85136554848625 0.935911189977308 0.791351543807619
ENSG00000142599 0.855885349818999 0.0106557202449537 0.970358335852359 0.870336291667679 0.93580951325809 0.971872241700126
ENSG00000074800 0.0514626015243841 0.234487487896513 0.684832689999478 0.0845654288114131 0.732819092723588 0.797820794879513
ENSG00000142583 0.33271124527396 0.187484846663334 0.503105366349523 0.612173958198246 0.768262954829187 0.235006550523022
ENSG00000180758 0.478876912418261 0.199636983016763 0.858102371620793 0.655109926635168 0.694659099118875 0.882305664071197
ENSG00000049239 0.285394081894835 0.337368180625364 0.904550589981096 0.663364814837232 0.870877460151212 0.938198571608827
ENSG00000171621 0.758811295577259 0.547319405472884 0.727016187046217 0.270383803892288 0.000543119204692419 0.230678985315921
ENSG00000171612 0.631004743463309 0.374873858418943 0.752494456365374 0.807190334320761 0.22631571127323 0.853634472242
ENSG00000188807 0.344133255784138 0.402652641474778 0.676435079908307 0.684846273694065 0.814394842915467 0.246739750368275
ENSG00000171608 0.0917557102358689 0.413542336635073 0.391056710520771 0.583734257577634 0.22041128444113 0.716682737752539
ENSG00000179840 0.0956782833229897 0.674387457150412 0.914059211501776 0.788256258063888 0.946310533430294 0.721879810047499
ENSG00000171603 0.0764269895346144 0.00426715889930131 0.97554083422921 0.102164868227981 0.976687532141831 0.973167801831706
ENSG00000178585 0.0748791361338335 0.79657776815606 0.950321833210176 0.844139034414247 0.958072398373833 0.863958369570416
ENSG00000162441 0.555853311708556 0.350010316796288 0.991912495899993 0.151593047219486 0.991556026214471 0.992320937500153
ENSG00000173614 0.00297778352462745 0.185609511481048 0.457372594550658 0.121636840055336 0.364829254685068 0.135075506744255
ENSG00000130939 0.717571736193444 0.0100155420311441 0.627654962124773 0.708690028299116 0.884855894852249 0.543884143324088
ENSG00000054523 0.815829211359002 0.893381683106538 0.972931174068885 0.49877765743625 0.952562943000679 0.919536729876274
ENSG00000142657 0.842000838756097 0.0460247213566787 0.660558570224751 0.826630155951859 0.937384268354316 0.740395357962205
ENSG00000175279 0.590380954008534 0.685963115428396 0.365412633960608 0.0474335657434916 0.797690206584872 0.843382946392698
ENSG00000160049 0.626129152047266 6.09587446978612e-05 0.277948159548835 0.615823891636631 0.78804457293098 0.276354941945189
ENSG00000142655 0.522904714392239 0.159049540169328 0.178770613031031 0.65247469122189 0.642137442813992 0.00326381722626064
ENSG00000130940 0.466086962961742 0.333370224461518 0.210219006162766 0.0514981701081183 0.134717565405653 0.0281476806882592
ENSG00000175262 0.830694174605523 0.83132539040963 0.974454423055364 0.931622956681809 0.982359163735417 0.922830269278364
ENSG00000120948 0.307723711116738 0.572747092579959 0.865567585669129 0.19149664509938 0.916243429667028 0.938626298998725
ENSG00000009724 0.214980947476334 0.0407714809619238 0.684906770261212 0.354702377362162 0.817076975360843 0.617603610585964
ENSG00000116649 0.752791034710122 0.103778283941887 0.872077073885789 0.796415809215858 0.384917831577002 0.886306404634102
ENSG00000171824 0.327931506277424 0.154884875715366 0.751008458657217 0.544277636203299 0.520689009605914 0.811894015616244
ENSG00000198793 0.0797764509643523 0.00108333786255741 0.767748366695723 0.0559570575717103 0.811130907982157 0.745844491374826
ENSG00000120942 0.485035821634758 0.397694836420618 0.312899199877261 0.760513490044824 0.738922572945335 0.0265342681332854
ENSG00000116661 0.0291617275822805 0.893715671883734 0.610208121071216 0.905605824553125 0.612869381673485 0.75623517068318
ENSG00000132879 0.100350709481079 0.329648012191074 0.524629405125982 0.106580772594283 0.62022059430887 0.718581962530663
ENSG00000116663 0.842600914524404 0.940454411375276 0.948168813984305 0.76867359359709 0.847918940034308 0.333433197973793
ENSG00000116670 0.85069839210835 0.745997334938567 0.148810138920992 0.943005468626681 0.875396090905357 0.589350491962723
ENSG00000162490 0.067985779295676 0.723048158417111 0.523260825392777 0.776313333348709 0.413159397150988 0.850069204729196
ENSG00000177674 0.958847806585603 0.958831803731946 0.936718510502526 0.0461966555228309 0.373712641376044 0.474775943626254
ENSG00000177000 0.613048656703656 0.521374929499509 0.981146479003126 0.0214416906680705 0.978117752690436 0.976169696113986
ENSG00000011021 0.820736028695874 0.301512149219229 0.954162539411913 0.677316753662634 0.877948156603274 0.938689192288189
ENSG00000116685 0.494766193137429 0.000547899662395256 0.556175046517658 0.49510272832853 0.80256479989286 0.575045695861571
ENSG00000083444 0.444225765074464 0.0229769825056701 0.211704062970973 0.331013354176239 0.66818229153615 0.298741848871589
ENSG00000116688 0.628533321521199 0.587577521560488 0.363888419015205 0.0013034197555455 0.785450545330026 0.761452282866928
ENSG00000116691 0.410438185858867 0.485100270877724 0.9377173264648 0.0100183674196681 0.88742410616141 0.885954004452592
ENSG00000120949 0.918456532348306 0.85827782790749 0.953526314515813 0.378383839763531 0.597294903565899 0.791054212713806
ENSG00000028137 0.0963195029210983 0.398501753073954 0.914739359546139 0.201044226659363 0.922317650764258 0.929679085652373
ENSG00000048707 0.0259961319051836 0.259051074370768 0.962096406615268 0.36734477498227 0.961392896412671 0.966610192551327
ENSG00000162496 0.947429786317325 0.869640760764852 0.913531760293219 0.702361144102116 0.0848502168329846 0.487393750105894
ENSG00000179172 0.779703113883544 0.254874075944828 0.0806134269151582 0.859653217240474 0.80553957025941 0.0556657086224156
ENSG00000116731 0.806478147914114 0.706127705067089 0.739236028776486 0.102259980124463 0.926806180517338 0.900707244475698
ENSG00000189337 0.338207280493761 0.647466437223849 0.926896667260041 0.790979666527651 0.946035347604424 0.753581851703844
ENSG00000171729 0.893327814528401 0.0550177656334216 0.653157838050731 0.883811150372379 0.94865121754711 0.731872038706811
ENSG00000142621 0.0709110385331126 0.558112826555769 0.218659842925116 0.62031578689582 0.141858927649332 0.335463397663438
ENSG00000142634 0.3195025891332 0.752932215509515 0.928538123241728 0.515407508230526 0.886962609025029 0.748398733668291
